Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
3/5/2019,AQS,420030008,1,9.8,ug/m3 LC,41,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/6/2019,AQS,420030008,1,10,ug/m3 LC,42,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/7/2019,AQS,420030008,1,14.4,ug/m3 LC,56,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/8/2019,AQS,420030008,1,18.9,ug/m3 LC,65,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/9/2019,AQS,420030008,1,15.6,ug/m3 LC,58,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/10/2019,AQS,420030008,1,7.1,ug/m3 LC,30,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/11/2019,AQS,420030008,1,7.5,ug/m3 LC,31,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/12/2019,AQS,420030008,1,8.9,ug/m3 LC,37,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/13/2019,AQS,420030008,1,10.5,ug/m3 LC,44,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/14/2019,AQS,420030008,1,10.7,ug/m3 LC,45,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/15/2019,AQS,420030008,1,4.6,ug/m3 LC,19,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/16/2019,AQS,420030008,1,2.9,ug/m3 LC,12,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/17/2019,AQS,420030008,1,4.2,ug/m3 LC,18,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/18/2019,AQS,420030008,1,6.2,ug/m3 LC,26,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/19/2019,AQS,420030008,1,10.4,ug/m3 LC,43,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/20/2019,AQS,420030008,1,11.2,ug/m3 LC,47,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/21/2019,AQS,420030008,1,14.3,ug/m3 LC,56,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/22/2019,AQS,420030008,1,5.9,ug/m3 LC,25,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/23/2019,AQS,420030008,1,6.1,ug/m3 LC,25,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/24/2019,AQS,420030008,1,10.1,ug/m3 LC,42,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/25/2019,AQS,420030008,1,9,ug/m3 LC,38,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/26/2019,AQS,420030008,1,4,ug/m3 LC,17,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/27/2019,AQS,420030008,1,7.6,ug/m3 LC,32,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/28/2019,AQS,420030008,1,8.7,ug/m3 LC,36,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/29/2019,AQS,420030008,1,13,ug/m3 LC,53,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/30/2019,AQS,420030008,1,13.3,ug/m3 LC,54,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
3/31/2019,AQS,420030008,1,2,ug/m3 LC,8,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/1/2019,AQS,420030008,1,5.1,ug/m3 LC,21,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/2/2019,AQS,420030008,1,9.3,ug/m3 LC,39,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/3/2019,AQS,420030008,1,7.5,ug/m3 LC,31,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/4/2019,AQS,420030008,1,8.9,ug/m3 LC,37,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/5/2019,AQS,420030008,1,7.4,ug/m3 LC,31,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/6/2019,AQS,420030008,1,10.7,ug/m3 LC,45,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/7/2019,AQS,420030008,1,14.4,ug/m3 LC,56,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/8/2019,AQS,420030008,1,8,ug/m3 LC,33,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/9/2019,AQS,420030008,1,5.8,ug/m3 LC,24,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/10/2019,AQS,420030008,1,3.5,ug/m3 LC,15,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/11/2019,AQS,420030008,1,5.8,ug/m3 LC,24,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/12/2019,AQS,420030008,1,6.5,ug/m3 LC,27,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/13/2019,AQS,420030008,1,6.9,ug/m3 LC,29,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/14/2019,AQS,420030008,1,7.3,ug/m3 LC,30,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/15/2019,AQS,420030008,1,2.9,ug/m3 LC,12,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/16/2019,AQS,420030008,1,5.1,ug/m3 LC,21,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/17/2019,AQS,420030008,1,8.9,ug/m3 LC,37,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/18/2019,AQS,420030008,1,11.5,ug/m3 LC,48,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/19/2019,AQS,420030008,1,8.9,ug/m3 LC,37,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/20/2019,AQS,420030008,1,3.6,ug/m3 LC,15,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/21/2019,AQS,420030008,1,3.9,ug/m3 LC,16,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/22/2019,AQS,420030008,1,7,ug/m3 LC,29,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/23/2019,AQS,420030008,1,8.7,ug/m3 LC,36,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/24/2019,AQS,420030008,1,3.9,ug/m3 LC,16,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/25/2019,AQS,420030008,1,12.9,ug/m3 LC,53,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/26/2019,AQS,420030008,1,5.8,ug/m3 LC,24,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/27/2019,AQS,420030008,1,3.7,ug/m3 LC,15,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/28/2019,AQS,420030008,1,4.8,ug/m3 LC,20,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/29/2019,AQS,420030008,1,6.6,ug/m3 LC,28,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
4/30/2019,AQS,420030008,1,5.6,ug/m3 LC,23,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/1/2019,AQS,420030008,1,12.3,ug/m3 LC,51,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/2/2019,AQS,420030008,1,8.1,ug/m3 LC,34,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/3/2019,AQS,420030008,1,9.7,ug/m3 LC,40,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/4/2019,AQS,420030008,1,6.7,ug/m3 LC,28,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/5/2019,AQS,420030008,1,4.2,ug/m3 LC,18,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/6/2019,AQS,420030008,1,8.5,ug/m3 LC,35,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/7/2019,AQS,420030008,1,10.7,ug/m3 LC,45,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/8/2019,AQS,420030008,1,6.4,ug/m3 LC,27,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/9/2019,AQS,420030008,1,9.6,ug/m3 LC,40,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/10/2019,AQS,420030008,1,6.6,ug/m3 LC,28,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/11/2019,AQS,420030008,1,3.4,ug/m3 LC,14,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/12/2019,AQS,420030008,1,3.8,ug/m3 LC,16,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/13/2019,AQS,420030008,1,3.2,ug/m3 LC,13,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/14/2019,AQS,420030008,1,3.7,ug/m3 LC,15,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/15/2019,AQS,420030008,1,8.2,ug/m3 LC,34,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/16/2019,AQS,420030008,1,8.8,ug/m3 LC,37,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/17/2019,AQS,420030008,1,9.2,ug/m3 LC,38,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/18/2019,AQS,420030008,1,11.8,ug/m3 LC,49,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/19/2019,AQS,420030008,1,13.7,ug/m3 LC,54,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/20/2019,AQS,420030008,1,5.6,ug/m3 LC,23,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/21/2019,AQS,420030008,1,3,ug/m3 LC,13,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/22/2019,AQS,420030008,1,6.6,ug/m3 LC,28,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/23/2019,AQS,420030008,1,9.5,ug/m3 LC,40,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/24/2019,AQS,420030008,1,5.8,ug/m3 LC,24,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/25/2019,AQS,420030008,1,11.1,ug/m3 LC,46,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/26/2019,AQS,420030008,1,7.6,ug/m3 LC,32,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/27/2019,AQS,420030008,1,6.2,ug/m3 LC,26,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/28/2019,AQS,420030008,1,10.2,ug/m3 LC,43,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/29/2019,AQS,420030008,1,9.5,ug/m3 LC,40,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/30/2019,AQS,420030008,1,6.1,ug/m3 LC,25,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
5/31/2019,AQS,420030008,1,11.5,ug/m3 LC,48,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/1/2019,AQS,420030008,1,13.6,ug/m3 LC,54,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/2/2019,AQS,420030008,1,10.3,ug/m3 LC,43,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/3/2019,AQS,420030008,1,5.7,ug/m3 LC,24,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/4/2019,AQS,420030008,1,9,ug/m3 LC,38,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/5/2019,AQS,420030008,1,15.2,ug/m3 LC,58,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/6/2019,AQS,420030008,1,10,ug/m3 LC,42,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/7/2019,AQS,420030008,1,10.1,ug/m3 LC,42,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/8/2019,AQS,420030008,1,9,ug/m3 LC,38,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/9/2019,AQS,420030008,1,7.4,ug/m3 LC,31,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/10/2019,AQS,420030008,1,4.3,ug/m3 LC,18,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/11/2019,AQS,420030008,1,4.2,ug/m3 LC,18,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/12/2019,AQS,420030008,1,6.9,ug/m3 LC,29,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/13/2019,AQS,420030008,1,5.5,ug/m3 LC,23,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/14/2019,AQS,420030008,1,4,ug/m3 LC,17,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/15/2019,AQS,420030008,1,8,ug/m3 LC,33,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/16/2019,AQS,420030008,1,8.9,ug/m3 LC,37,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/17/2019,AQS,420030008,1,5.7,ug/m3 LC,24,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/18/2019,AQS,420030008,1,5.3,ug/m3 LC,22,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/19/2019,AQS,420030008,1,7.8,ug/m3 LC,33,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/20/2019,AQS,420030008,1,4.6,ug/m3 LC,19,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/21/2019,AQS,420030008,1,5.5,ug/m3 LC,23,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/22/2019,AQS,420030008,1,8,ug/m3 LC,33,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/23/2019,AQS,420030008,1,9.7,ug/m3 LC,40,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/24/2019,AQS,420030008,1,9.1,ug/m3 LC,38,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/25/2019,AQS,420030008,1,5.4,ug/m3 LC,23,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/26/2019,AQS,420030008,1,9.5,ug/m3 LC,40,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/27/2019,AQS,420030008,1,12,ug/m3 LC,50,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/28/2019,AQS,420030008,1,13.5,ug/m3 LC,54,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/29/2019,AQS,420030008,1,12,ug/m3 LC,50,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
6/30/2019,AQS,420030008,1,8.2,ug/m3 LC,34,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/1/2019,AQS,420030008,1,7.8,ug/m3 LC,33,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/2/2019,AQS,420030008,1,11.3,ug/m3 LC,47,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/3/2019,AQS,420030008,1,8.3,ug/m3 LC,35,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/4/2019,AQS,420030008,1,15.3,ug/m3 LC,58,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/5/2019,AQS,420030008,1,20.2,ug/m3 LC,68,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/6/2019,AQS,420030008,1,9.4,ug/m3 LC,39,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/7/2019,AQS,420030008,1,9.7,ug/m3 LC,40,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/8/2019,AQS,420030008,1,11.5,ug/m3 LC,48,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/9/2019,AQS,420030008,1,10.6,ug/m3 LC,44,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/10/2019,AQS,420030008,1,14,ug/m3 LC,55,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
7/11/2019,AQS,420030008,1,7,ug/m3 LC,29,Lawrenceville,1,100,88101,PM2.5 - Local Conditions,38300,"Pittsburgh, PA",42,Pennsylvania,3,Allegheny,40.46542033,-79.96075745
